nombre,precio,ventas_q,clases_q,nivel,duracion,tema,plataforma,anio,mes,ventas_usd,idioma
Become A Full Stack Web Developer in 14 Days,195,467,126,All Levels,13,Web Development,udemy,2016,Noviembre,91065,English
Projects In ReactJS - The Complete React Learning Course,50,947,56,Intermediate,8,Web Development,udemy,2016,Noviembre,47350,English
Beginning Web development Learn the basics of HTML,95,9832,59,Introductory,2,Web Development,udemy,2017,Enero,934040,English
Step by Step Build Your Template by Bootstrap 4 from scratch,80,2184,24,Introductory,3,Web Development,udemy,2017,Marzo,174720,English
Hosting your static website on Amazon AWS S3 service,20,2853,16,Introductory,1,Web Development,udemy,2017,Mayo,57060,English
JavaScript Rockstar How to create Incredible Useful code,75,16590,27,All Levels,2,Web Development,udemy,2015,Octubre,1244250,English
Spring Core DevOps on AWS,100,1626,78,Intermediate,6,Web Development,udemy,2016,Noviembre,162600,English
How to Create a Website Without Coding - WordPress 2016,195,9056,31,Introductory,1,Web Development,udemy,2016,Febrero,1765920,English
PHP Graphic Techniques: CAPTCHA/ Create a verification code,20,8320,11,All Levels,0,Web Development,udemy,2015,Octubre,166400,English
Introductory To HTML and CSS,50,4106,15,Introductory,1,Web Development,udemy,2016,Agosto,205300,English
Learn how to convert PSD to HTML and CSS responsive,30,5324,14,All Levels,2,Web Development,udemy,2017,Febrero,159720,English
PHP User Login Registration Script With All Features,200,5603,47,All Levels,4,Web Development,udemy,2016,Octubre,1120600,English
AJAX : Let's build a COOL project,70,4183,38,All Levels,3,Web Development,udemy,2015,Marzo,292810,English
Advanced WordPress Topics: Post Types Taxonomies & Metaboxes,95,301,91,Intermediate,7,Web Development,udemy,2016,Julio,28595,English
Laravel Homestead,0,3883,9,Introductory,1,Web Development,udemy,2016,Diciembre,0,Spanish
The Complete TypeScript Programming Guide for Web Developers,40,236,35,Intermediate,4,Web Development,udemy,2016,Octubre,9440,English
JavaScript with BackboneJS and Bootstrap CSS - Advanced,25,1758,16,Intermediate,3,Web Development,udemy,2012,Mayo,43950,English
Ruby on Rails Tutorial: Learn 6 Ruby on Rails SEO Techniques,200,1266,21,All Levels,2,Web Development,udemy,2015,Mayo,253200,English
XML DOM :basics for beginners,35,920,7,All Levels,0,Web Development,udemy,2016,Septiembre,32200,no
Learn HTML Basics From Scratch,0,5004,21,All Levels,3,Web Development,udemy,2015,Diciembre,0,English
Byte-Sized-Chunks: Dynamic Prototypes in Javascript,20,880,24,All Levels,3,Web Development,udemy,2016,Marzo,17600,English
Build Websites from Scratch with Squarespace,50,342,60,Introductory,3,Web Development,udemy,2015,Julio,17100,English
Introduction to web programming for GIS applications,100,205,97,Introductory,13,Web Development,udemy,2017,Marzo,20500,English
Java Spring Security,40,527,11,Intermediate,2,Web Development,udemy,2014,Noviembre,21080,English
Responsive Html5 Theme Development,20,1517,12,All Levels,1,Web Development,udemy,2014,Junio,30340,English
What’s New in Bootstrap 4,20,130,20,All Levels,0,Web Development,udemy,2015,Septiembre,2600,English
ReactJS Course: Learn JavaScript Library Used by Facebook&IG,50,1018,41,Intermediate,3,Web Development,udemy,2015,Julio,50900,English
Building a Ruby on Rails Application with Neo4j,0,4830,7,Intermediate,0,Web Development,udemy,2015,Agosto,0,English
Sara Learns to Code.  Making an App from Scratch,60,402,35,Introductory,4,Web Development,udemy,2016,Agosto,24120,English
Ajax  for Beginners: A Very Basic Introduction,65,755,18,Introductory,2,Web Development,udemy,2016,Enero,49075,English
Wordpress Essentials: Useful Plugins,25,1087,24,Introductory,1,Web Development,udemy,2015,Septiembre,27175,Catalán
Django by Example,125,170,78,Advanced,9,Web Development,udemy,2017,Enero,21250,English
Build A Great Wordpress Website For Your Business in 2 Hours,35,1054,26,All Levels,2,Web Development,udemy,2014,Junio,36890,English
Wordpress on AWS: The Easy way to AWS for Free Fast hosting ,40,245,36,All Levels,1,Web Development,udemy,2015,Agosto,9800,English
Mastering TypeScript,95,353,41,Advanced,3,Web Development,udemy,2015,Diciembre,33535,English
Mastering AngularJS UI Development,95,464,22,Advanced,1,Web Development,udemy,2015,Septiembre,44080,English
Custom Theme Creation for WordPress using HTML5 and CSS3,35,298,24,Introductory,1,Web Development,udemy,2015,Diciembre,10430,English
Create a PHP Contact Form in Bootstrap,20,2238,12,All Levels,1,Web Development,udemy,2015,Diciembre,44760,English
Introduction To Data Analytics Using Microsoft Power BI,45,1764,16,All Levels,1,Web Development,udemy,2016,Julio,79380,English
HTML Made Simple For Beginners: Create a One Page Website,65,3380,16,Introductory,2,Web Development,udemy,2015,Octubre,219700,English
The Complete Web Developer Masterclass: Beginner To Advanced,20,1030,30,All Levels,2,Web Development,udemy,2017,Mayo,20600,English
Website Builder Software Previews,25,1406,20,Introductory,1,Web Development,udemy,2016,Diciembre,35150,English
Learn How to Create Your Own Social Network,50,4732,14,All Levels,2,Web Development,udemy,2015,Abril,236600,English
"Learn By Example: The Foundations of HTML, CSS & Javascript",50,1724,94,All Levels,13,Web Development,udemy,2016,Febrero,86200,English
JavaScript manipulation of the DOM Document Object Model,20,1618,20,Introductory,1,Web Development,udemy,2016,Mayo,32360,English
Create Jekyll blog and host it on Github like a Ninja,20,5056,11,Introductory,2,Web Development,udemy,2014,Diciembre,101120,English
Learn React JS from scratch,115,1562,34,Introductory,4,Web Development,udemy,2016,Octubre,179630,English
Web Security: Common Vulnerabilities And Their Mitigation,50,1547,56,All Levels,8,Web Development,udemy,2016,Julio,77350,English
PHP for Beginners,40,2626,135,Introductory,6,Web Development,udemy,2015,Julio,105040,no
Make a professional website - 30 Day Guarantee. Discounted!,20,11167,13,All Levels,2,Web Development,udemy,2014,Junio,223340,English
Symfony 3: Build a PHP Application with Symfony,20,466,25,All Levels,2,Web Development,udemy,2017,Abril,9320,English
Learn ASP.Net Web API 2 for Absolute Beginner,30,1355,29,All Levels,3,Web Development,udemy,2017,Marzo,40650,English
Build a Website in 30 Minutes,95,5065,12,Introductory,0,Web Development,udemy,2015,Noviembre,481175,English
Google Blogger : How to Create a Blog,20,1763,30,Introductory,2,Web Development,udemy,2017,Febrero,35260,English
How to Make a Website Without Coding- WordPress & Web Skills,30,6413,123,All Levels,9,Web Development,udemy,2015,Abril,192390,English
Learn WCF And Web APIs From Scratch,50,5398,83,Intermediate,10,Web Development,udemy,2014,Octubre,269900,English
How To Build A Website From Scratch + Blogging Blueprint,20,7017,28,All Levels,3,Web Development,udemy,2015,Abril,140340,English
Learn To Create Different Website Layouts & Media Queries ,195,6510,22,All Levels,2,Web Development,udemy,2015,Agosto,1269450,English
Build Sign Up and Login Forms With Bootstrap Modal,20,1898,31,All Levels,4,Web Development,udemy,2016,Noviembre,37960,English
"Build a Real Time web app in node.js , Angular.js, mongoDB",20,3299,34,All Levels,4,Web Development,udemy,2015,Marzo,65980,English
Superb jQuery Course - Become Certified jQuery Developer,95,817,32,All Levels,1,Web Development,udemy,2017,Mayo,77615,English
How To Build A Facebook Messenger Chat Bot From Scratch,120,1798,24,Introductory,1,Web Development,udemy,2017,Mayo,215760,English
"Build Your Own Calculator App with Javascript, HTML5 & CSS",50,3688,11,All Levels,1,Web Development,udemy,2017,Abril,184400,English
The Complete WordPress Development & Customization Course,100,1611,157,Advanced,12,Web Development,udemy,2016,Noviembre,161100,English
HTML CSS Easy steps to create a web template from scratch,200,11574,15,Introductory,1,Web Development,udemy,2015,Diciembre,2314800,English
Learn jQuery AJAX in 1 hour,195,2547,18,Intermediate,1,Web Development,udemy,2016,Octubre,496665,English
Develop Competitive Plugins for WordPress and WooCommerce,150,2063,12,All Levels,1,Web Development,udemy,2017,Marzo,309450,English
Get Results - Core Principles of Web Development Tricks Tips,75,22355,26,All Levels,1,Web Development,udemy,2015,Junio,1676625,English
JSON Faster Sleeker & Easier Discover the benefits learn it,200,8577,31,All Levels,1,Web Development,udemy,2015,Agosto,1715400,English
Get to know HTML Learn HTML Basics,200,10674,26,Introductory,2,Web Development,udemy,2016,Noviembre,2134800,English
Ultimate Css & JQuery Form Designing From Beginner to Expert,115,783,13,All Levels,1,Web Development,udemy,2017,Junio,90045,English
PHP: Complete Registration and Login with Email Verification,20,12781,22,All Levels,2,Web Development,udemy,2016,Enero,255620,English
JavaScript from Beginner to Expert,125,5484,92,All Levels,12,Web Development,udemy,2015,Mayo,685500,English
Build a website HTML5 CSS3 Beginner Course,150,7884,28,Introductory,2,Web Development,udemy,2016,Febrero,1182600,English
Learn Ruby on Rails: Stripe Payment Processing,40,15724,29,All Levels,1,Web Development,udemy,2016,Noviembre,628960,English
WordPress For Beginners | No Coding Required,20,3106,13,All Levels,1,Web Development,udemy,2017,Abril,62120,English
jQuery For Beginners : A Basic Introduction,65,6293,8,Introductory,1,Web Development,udemy,2015,Noviembre,409045,English
WordPress Plugins and Widgets,40,8711,12,Introductory,1,Web Development,udemy,2016,Septiembre,348440,English
PHP Essential How to create build Amazing websites with PHP,75,8067,44,Introductory,3,Web Development,udemy,2015,Noviembre,605025,English
HTML CSS JavaScript: Most popular ways to code HTML CSS JS,170,9332,33,All Levels,3,Web Development,udemy,2015,Noviembre,1586440,English
Bootstrap 3 Beginners: Create a Professional Landing Page,20,3271,54,Introductory,2,Web Development,udemy,2015,Septiembre,65420,English
Introduction to Node.js for Beginners,125,1367,58,Introductory,6,Web Development,udemy,2017,Abril,170875,English
Introduction to Coding with Ruby,45,5077,66,Introductory,3,Web Development,udemy,2015,Julio,228465,English
Complete PHP and MySql Course: From Beginner to Professional,200,6508,90,All Levels,6,Web Development,udemy,2015,Octubre,1301600,English
Angular JS Essentials,195,4687,24,Introductory,4,Web Development,udemy,2017,Enero,913965,Catalán
How To Setup Web Hosting,0,11758,8,Introductory,1,Web Development,udemy,2015,Julio,0,English
"Web Application Development using Redis, Express, and Socket",200,300,66,Introductory,6,Web Development,udemy,2017,Febrero,60000,English
How to Start a WordPress Blog - Complete Beginners Guide!,0,3784,32,Introductory,2,Web Development,udemy,2017,Enero,0,English
CSS3 Gradients for Web Designers,20,1209,21,All Levels,1,Web Development,udemy,2016,Agosto,24180,Deutsch
Learn ASP NET MVC 5 step by step,20,1428,32,Intermediate,3,Web Development,udemy,2015,Octubre,28560,English
Tumult Hype Pro Basics: HTML5 Animations Made Easier,50,716,57,Introductory,4,Web Development,udemy,2016,Septiembre,35800,English
Web Hosting Set Up and WordPress Installation For Beginners,0,12563,11,Introductory,0,Web Development,udemy,2014,Abril,0,English
Ruby on Rails 4---A Test-Driven Approach,100,1518,122,Introductory,19,Web Development,udemy,2015,Febrero,151800,English
AJAX :basics for beginners,35,1241,9,All Levels,0,Web Development,udemy,2016,Septiembre,43435,English
Let's JavaScript!  Code a calculator,35,380,30,Introductory,2,Web Development,udemy,2017,Febrero,13300,Catalán
JavaScript from Beginner to Advanced,195,395,57,All Levels,17,Web Development,udemy,2016,Diciembre,77025,English
WordPress Theme Academy with Bootstrap,20,1169,64,Intermediate,7,Web Development,udemy,2015,Septiembre,23380,English
Building a eCommerce Startup in 4 Hours [Livestream],50,1114,23,Introductory,3,Web Development,udemy,2017,Abril,55700,English
Responsive PHP Registration Form: From Scratch,95,5738,35,All Levels,4,Web Development,udemy,2017,Junio,545110,English
A-Frame WebVR Programming Tutorial Series (Virtual Reality),40,6648,22,Introductory,1,Web Development,udemy,2017,Mayo,265920,English
Learn Bootstrap And Make Responsive Websites,25,1605,32,All Levels,3,Web Development,udemy,2017,Junio,40125,English
HTML Web Development Crash Course,20,4848,17,Introductory,1,Web Development,udemy,2016,Agosto,96960,English
Bootstrap Basics: Program Responsive Websites,75,4743,28,All Levels,3,Web Development,udemy,2013,Agosto,355725,English
Projects with JSON and APIs,20,1520,23,All Levels,2,Web Development,udemy,2017,Febrero,30400,English
Web Design HTML CSS How to Create a Website from Scratch,50,3601,22,Introductory,2,Web Development,udemy,2016,Septiembre,180050,English
"Create Complete Sign up System using PHP, jQuery and Ajax",200,4033,25,All Levels,3,Web Development,udemy,2016,Febrero,806600,English
Adobe Flash for Beginners - Build Flash Website From Scratch,200,17071,15,All Levels,1,Web Development,udemy,2014,Marzo,3414200,English
Learn Complete WordPress for Building a Professional Sites,80,13708,62,All Levels,9,Web Development,udemy,2016,Junio,1096640,English
Devtools 2017: Beginner to Expert w/ Chrome Developer Tools,125,430,39,All Levels,2,Web Development,udemy,2017,Abril,53750,nl
Bootstrap Essential Training - Create Your Very Own Website,20,2643,83,All Levels,9,Web Development,udemy,2016,Febrero,52860,English
Angular 2 Jump Start With Typescript,20,1731,74,All Levels,4,Web Development,udemy,2015,Diciembre,34620,English
Learn Plugin Development in WordPress By Building  Projects,60,1313,62,All Levels,11,Web Development,udemy,2016,Enero,78780,English
"Build Your Startup with No Coding (Design, Develop & Ship)",30,775,82,All Levels,8,Web Development,udemy,2016,Junio,23250,English
The Web Developers Guide: Learn HTML & CSS Fundamentals,20,2243,97,All Levels,7,Web Development,udemy,2016,Mayo,44860,English
Learn PHP Programming for Absolute Beginners - Lite,20,2749,7,All Levels,0,Web Development,udemy,2015,Diciembre,54980,English
Learn Drupal 8 - With a Live Project,55,2012,59,All Levels,3,Web Development,udemy,2017,Marzo,110660,English
Supreme NodeJS Course - For Beginners,200,1080,76,All Levels,3,Web Development,udemy,2016,Noviembre,216000,Deutsch
CSS3 for beginners,195,3831,25,Introductory,1,Web Development,udemy,2015,Abril,747045,no
Javascript for beginners,75,2071,14,Introductory,1,Web Development,udemy,2015,Octubre,155325,no
Become a Bootstrap Expert: Build 20 Layouts!,35,2755,179,All Levels,17,Web Development,udemy,2016,Febrero,96425,English
PHP : Learn to upload files to Amazon S3 and use CloudFront,50,1216,28,All Levels,3,Web Development,udemy,2016,Junio,60800,English
PHP MySQL: Learn PHP MySQL with Project,20,2314,25,All Levels,2,Web Development,udemy,2016,Abril,46280,English
How to Set Up a Self-Hosted Wordpress Website in 30 Minutes,0,8770,13,Introductory,0,Web Development,udemy,2015,Septiembre,0,English
Projects in Django and Python,60,1764,28,All Levels,6,Web Development,udemy,2014,Octubre,105840,English
"Create, Update and Manage Your Own Website Using Drupal 7",120,2837,49,All Levels,7,Web Development,udemy,2013,Octubre,340440,English
